tweet_id	labels
1404000027597438977	[{'type': 'Vaccine-related', 'start_index': 0, 'end_index': 2, 'value': 'Corona Vaccination', 'sentiment': 'Neutral'}, {'type': 'Vaccine-related', 'start_index': 18, 'end_index': 20, 'value': 'Corona Vaccination', 'sentiment': 'Neutral'}]

1418237326497619975	[{'type': 'Symptom', 'start_index': 20, 'end_index': 22, 'value': 'chest hurt', 'sentiment': 'null'}]

1357043112355516416	[{'type': 'Location', 'start_index': 1, 'end_index': 2, 'value': 'Palestine', 'sentiment': 'null'}, {'type': 'Person', 'start_index': 7, 'end_index': 8, 'value': 'Trump', 'sentiment': 'Neutral'}, {'type': 'Person', 'start_index': 12, 'end_index': 14, 'value': 'Mustafa Barghouti', 'sentiment': 'Neutral'}, {'type': 'Vaccine-related', 'start_index': 20, 'end_index': 22, 'value': 'Covid vaccines', 'sentiment': 'Neutral'}, {'type': 'Location', 'start_index': 23, 'end_index': 24, 'value': 'Russia', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 35, 'end_index': 38, 'value': 'Lack of oxygen', 'sentiment': 'null'}]

1326354239833116673	[{'type': 'Organization', 'start_index': 1, 'end_index': 2, 'value': 'ISU', 'sentiment': 'Neutral'}]

1330730359680602112	[{'type': 'Location', 'start_index': 45, 'end_index': 48, 'value': 'Nelson Mandela Bay', 'sentiment': 'null'}, {'type': 'Organization', 'start_index': 51, 'end_index': 52, 'value': '@eNCA', 'sentiment': 'Positive'}, {'type': 'Person', 'start_index': 52, 'end_index': 53, 'value': 'Aviwe', 'sentiment': 'Positive'}, {'type': 'Person', 'start_index': 54, 'end_index': 55, 'value': 'Nceba', 'sentiment': 'Positive'}]

1413800939069214721	[{'type': 'Drug', 'start_index': 20, 'end_index': 21, 'value': 'zquill', 'sentiment': 'Neutral'}, {'type': 'Symptom', 'start_index': 59, 'end_index': 61, 'value': 'heart burn', 'sentiment': 'null'}]

1314337813702139904	[{'type': 'Symptom', 'start_index': 37, 'end_index': 39, 'value': 'brain fog', 'sentiment': 'null'}]

1282421257443500032	[{'type': 'Drug', 'start_index': 22, 'end_index': 24, 'value': 'antitrombotic drugs', 'sentiment': 'Neutral'}, {'type': 'Drug', 'start_index': 25, 'end_index': 26, 'value': 'antiinflammatories', 'sentiment': 'Neutral'}, {'type': 'Drug', 'start_index': 27, 'end_index': 28, 'value': 'antibiotics', 'sentiment': 'Neutral'}]

1415806195730894850	[{'type': 'Symptom', 'start_index': 7, 'end_index': 8, 'value': 'achy', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 9, 'end_index': 10, 'value': 'sicky', 'sentiment': 'null'}, {'type': 'Vaccine-related', 'start_index': 12, 'end_index': 14, 'value': 'covid vaccines', 'sentiment': 'Negative'}]

1329045028111593472	[{'type': 'Symptom', 'start_index': 10, 'end_index': 11, 'value': 'coma', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 21, 'end_index': 23, 'value': 'liver failure', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 24, 'end_index': 26, 'value': 'kidney failure', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 27, 'end_index': 29, 'value': 'heart attack', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 30, 'end_index': 32, 'value': 'lung failure', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 44, 'end_index': 45, 'value': 'flu', 'sentiment': 'null'}]

1368222735244029954	[{'type': 'Location', 'start_index': 4, 'end_index': 6, 'value': 'Fenway park', 'sentiment': 'null'}]

1439696328615936004	[{'type': 'Symptom', 'start_index': 12, 'end_index': 13, 'value': 'fatigue', 'sentiment': 'null'}]

1277109576282882048	[{'type': 'Organization', 'start_index': 12, 'end_index': 14, 'value': 'the Democrats', 'sentiment': 'Positive'}, {'type': 'Organization', 'start_index': 24, 'end_index': 26, 'value': 'the Democrats', 'sentiment': 'Positive'}]

1275639724582096899	[]

1418603622007328773	[{'type': 'Person', 'start_index': 7, 'end_index': 8, 'value': 'Biden', 'sentiment': 'Neutral'}]

1335041433514991617	[]

1378622073166237696	[{'type': 'Symptom', 'start_index': 29, 'end_index': 30, 'value': 'cough', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 31, 'end_index': 32, 'value': 'sneeze', 'sentiment': 'null'}]

1406020176156450827	[]

1324932712873013248	[]

1347897424338161667	[{'type': 'Organization', 'start_index': 22, 'end_index': 23, 'value': 'sainsbury', 'sentiment': 'Neutral'}, {'type': 'Symptom', 'start_index': 41, 'end_index': 44, 'value': 'loss of taste', 'sentiment': 'null'}]

1436130491422359557	[{'type': 'Person', 'start_index': 0, 'end_index': 1, 'value': '@Allisonwants8ak', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 3, 'end_index': 5, 'value': 'the CDC', 'sentiment': 'Neutral'}, {'type': 'Drug', 'start_index': 35, 'end_index': 36, 'value': 'aspirin', 'sentiment': 'Neutral'}]

1392336749863464962	[{'type': 'Drug', 'start_index': 5, 'end_index': 6, 'value': 'Remdesivir', 'sentiment': 'Neutral'}, {'type': 'Location', 'start_index': 36, 'end_index': 37, 'value': 'Hyderabad', 'sentiment': 'null'}, {'type': 'Organization', 'start_index': 54, 'end_index': 55, 'value': 'WhatsApp', 'sentiment': 'Neutral'}]

1346905405293801473	[{'type': 'Disease', 'start_index': 14, 'end_index': 15, 'value': 'flu', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 39, 'end_index': 40, 'value': 'flu', 'sentiment': 'null'}, {'type': 'Vaccine-related', 'start_index': 49, 'end_index': 51, 'value': 'flu shot', 'sentiment': 'Neutral'}, {'type': 'Disease', 'start_index': 58, 'end_index': 59, 'value': 'flu', 'sentiment': 'null'}]

1330879466994872320	[{'type': 'Symptom', 'start_index': 24, 'end_index': 25, 'value': 'coughing', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 37, 'end_index': 38, 'value': 'diabetes', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 39, 'end_index': 40, 'value': 'diverticulitis', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 41, 'end_index': 42, 'value': 'COPD', 'sentiment': 'null'}]

1357543168795766788	[{'type': 'Symptom', 'start_index': 5, 'end_index': 6, 'value': 'tired', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 11, 'end_index': 12, 'value': 'tired', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 23, 'end_index': 25, 'value': 'muscle pain', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 55, 'end_index': 56, 'value': 'tired', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 58, 'end_index': 59, 'value': 'tired', 'sentiment': 'null'}]

1320093084474982400	[{'type': 'Symptom', 'start_index': 8, 'end_index': 9, 'value': 'coughing', 'sentiment': 'null'}]

1379392720284835842	[{'type': 'Organization', 'start_index': 6, 'end_index': 7, 'value': 'CDC', 'sentiment': 'Neutral'}]

1410994739365695488	[{'type': 'Organization', 'start_index': 9, 'end_index': 10, 'value': '@GalSportBetting', 'sentiment': 'Neutral'}]

1404622368904040448	[{'type': 'Symptom', 'start_index': 14, 'end_index': 15, 'value': 'cough', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 32, 'end_index': 33, 'value': 'cold', 'sentiment': 'null'}]

1246885191647260672	[{'type': 'Drug', 'start_index': 7, 'end_index': 8, 'value': 'hydroxychloroquine', 'sentiment': 'Neutral'}]

1261819619133648896	[{'type': 'Organization', 'start_index': 44, 'end_index': 45, 'value': 'SM', 'sentiment': 'Neutral'}]

1374391130943496198	[{'type': 'Vaccine-related', 'start_index': 7, 'end_index': 9, 'value': 'Covid vaccine', 'sentiment': 'Positive'}, {'type': 'Location', 'start_index': 10, 'end_index': 11, 'value': 'Mexico', 'sentiment': 'null'}]

1394391703596015631	[]

1421571348846026753	[{'type': 'Symptom', 'start_index': 17, 'end_index': 20, 'value': 'ache all over', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 21, 'end_index': 23, 'value': 'feel warm', 'sentiment': 'null'}]

1431663879319347202	[{'type': 'Organization', 'start_index': 17, 'end_index': 19, 'value': 'the FDA', 'sentiment': 'Positive'}, {'type': 'Drug', 'start_index': 23, 'end_index': 24, 'value': 'Regeneron', 'sentiment': 'Positive'}, {'type': 'Person', 'start_index': 25, 'end_index': 26, 'value': 'Trump', 'sentiment': 'Negative'}, {'type': 'Drug', 'start_index': 44, 'end_index': 46, 'value': 'worm pills', 'sentiment': 'Negative'}]

1226226631603347458	[{'type': 'Symptom', 'start_index': 2, 'end_index': 3, 'value': 'headache', 'sentiment': 'null'}]

1279941493336223747	[{'type': 'Person', 'start_index': 1, 'end_index': 2, 'value': 'Ricky', 'sentiment': 'Neutral'}, {'type': 'Person', 'start_index': 6, 'end_index': 7, 'value': 'Junito', 'sentiment': 'Neutral'}]

1420554779026153474	[]

1360188654560436224	[{'type': 'Organization', 'start_index': 3, 'end_index': 4, 'value': 'Dem', 'sentiment': 'Negative'}]

1372368375326855172	[{'type': 'Disease', 'start_index': 6, 'end_index': 7, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 26, 'end_index': 27, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 36, 'end_index': 37, 'value': 'flu', 'sentiment': 'null'}]

1328075577824342017	[{'type': 'Symptom', 'start_index': 28, 'end_index': 30, 'value': 'respiratory problems', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 32, 'end_index': 33, 'value': 'fatigue', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 34, 'end_index': 37, 'value': 'neurological screw ups', 'sentiment': 'null'}]

1367457337632559104	[{'type': 'Person', 'start_index': 0, 'end_index': 1, 'value': '@MamaDoctorJones', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 7, 'end_index': 8, 'value': 'Walgreens', 'sentiment': 'Neutral'}, {'type': 'Vaccine-related', 'start_index': 16, 'end_index': 18, 'value': 'covid vaccine', 'sentiment': 'Neutral'}]

1336228480577626112	[{'type': 'Person', 'start_index': 0, 'end_index': 1, 'value': '@MattHancock', 'sentiment': 'Positive'}, {'type': 'Vaccine-related', 'start_index': 6, 'end_index': 8, 'value': 'covid jab', 'sentiment': 'Positive'}, {'type': 'Location', 'start_index': 21, 'end_index': 22, 'value': 'Exeter', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 36, 'end_index': 37, 'value': 'cancer', 'sentiment': 'null'}]

1316675959421108225	[{'type': 'Symptom', 'start_index': 8, 'end_index': 10, 'value': 'hair loss', 'sentiment': 'null'}, {'type': 'Person', 'start_index': 13, 'end_index': 14, 'value': 'trump', 'sentiment': 'Neutral'}]

1231031043576287233	[{'type': 'Disease', 'start_index': 23, 'end_index': 24, 'value': 'pneumonia', 'sentiment': 'null'}, {'type': 'Location', 'start_index': 28, 'end_index': 29, 'value': 'China', 'sentiment': 'null'}, {'type': 'Location', 'start_index': 32, 'end_index': 33, 'value': 'Hubei', 'sentiment': 'null'}, {'type': 'Location', 'start_index': 43, 'end_index': 44, 'value': 'MN', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 53, 'end_index': 54, 'value': 'pneumonia', 'sentiment': 'null'}]

1363165558045171712	[{'type': 'Symptom', 'start_index': 12, 'end_index': 13, 'value': 'sneezed', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 16, 'end_index': 19, 'value': 'nose is runny', 'sentiment': 'null'}, {'type': 'Disease', 'start_index': 28, 'end_index': 29, 'value': 'sinus', 'sentiment': 'null'}]

1253469024031084545	[{'type': 'Location', 'start_index': 6, 'end_index': 7, 'value': 'Seattle', 'sentiment': 'null'}, {'type': 'Location', 'start_index': 11, 'end_index': 13, 'value': 'King Co', 'sentiment': 'null'}]

1410060470682271746	[]

1405889389486542854	[]

1332387708153556993	[{'type': 'Person', 'start_index': 8, 'end_index': 9, 'value': 'hillary', 'sentiment': 'Negative'}, {'type': 'Person', 'start_index': 22, 'end_index': 23, 'value': 'biden', 'sentiment': 'Negative'}]

1286133239820754946	[{'type': 'Person', 'start_index': 13, 'end_index': 14, 'value': 'Cuomo', 'sentiment': 'Negative'}]

1436184182665920512	[{'type': 'Symptom', 'start_index': 7, 'end_index': 8, 'value': 'sick', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 19, 'end_index': 21, 'value': 'soar throat', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 22, 'end_index': 24, 'value': 'stuffy nose', 'sentiment': 'null'}]

1337112656113614849	[{'type': 'Person', 'start_index': 2, 'end_index': 3, 'value': 'trump', 'sentiment': 'Neutral'}, {'type': 'Symptom', 'start_index': 37, 'end_index': 38, 'value': 'headaches', 'sentiment': 'null'}]

1266396785280458754	[{'type': 'Vaccine-related', 'start_index': 6, 'end_index': 9, 'value': 'vaccine for pneumonia', 'sentiment': 'Neutral'}, {'type': 'Disease', 'start_index': 13, 'end_index': 14, 'value': 'pneumonia', 'sentiment': 'null'}]

1417190692129021956	[{'type': 'Symptom', 'start_index': 15, 'end_index': 16, 'value': 'headache', 'sentiment': 'null'}]

1299381986948251648	[{'type': 'Drug', 'start_index': 8, 'end_index': 9, 'value': 'Hydroxychloroquine', 'sentiment': 'Neutral'}]

1379184506435932162	[{'type': 'Symptom', 'start_index': 53, 'end_index': 55, 'value': 'sore throat', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 56, 'end_index': 57, 'value': 'fever', 'sentiment': 'null'}]

1398113465433268230	[{'type': 'Person', 'start_index': 31, 'end_index': 32, 'value': '@GovofCO', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 36, 'end_index': 37, 'value': '@Colorado', 'sentiment': 'Neutral'}]

1297343585940049922	[{'type': 'Disease', 'start_index': 6, 'end_index': 7, 'value': 'lupus', 'sentiment': 'null'}, {'type': 'Drug', 'start_index': 15, 'end_index': 16, 'value': 'HCQ', 'sentiment': 'Neutral'}, {'type': 'Drug', 'start_index': 35, 'end_index': 36, 'value': 'HCQ', 'sentiment': 'Neutral'}, {'type': 'Disease', 'start_index': 37, 'end_index': 38, 'value': 'lupus', 'sentiment': 'null'}, {'type': 'Drug', 'start_index': 39, 'end_index': 40, 'value': 'HCQ', 'sentiment': 'Neutral'}, {'type': 'Person', 'start_index': 54, 'end_index': 55, 'value': 'Mark', 'sentiment': 'Negative'}]

1330024068544774144	[{'type': 'Symptom', 'start_index': 5, 'end_index': 6, 'value': 'sipon', 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 8, 'end_index': 9, 'value': 'sniffles', 'sentiment': 'null'}]

1436020136784404480	[{'type': 'Drug', 'start_index': 7, 'end_index': 8, 'value': 'HCQ', 'sentiment': 'Neutral'}]

1290389466620874752	[{'type': 'Organization', 'start_index': 1, 'end_index': 3, 'value': 'the Reds', 'sentiment': 'Neutral'}, {'type': 'Organization', 'start_index': 23, 'end_index': 25, 'value': 'the Tigers', 'sentiment': 'Neutral'}]

1350962172059389962	"[{'type': 'Symptom', 'start_index': 15, 'end_index': 19, 'value': ""can ' t breathe"", 'sentiment': 'null'}]"

1439883955449200641	[]

1420814904378892289	"[{'type': 'Person', 'start_index': 0, 'end_index': 2, 'value': 'Sameer Ansari', 'sentiment': 'Positive'}, {'type': 'Location', 'start_index': 11, 'end_index': 12, 'value': 'Umra', 'sentiment': 'null'}, {'type': 'Location', 'start_index': 14, 'end_index': 19, 'value': ""Gujarat ' s Surat district"", 'sentiment': 'null'}, {'type': 'Symptom', 'start_index': 23, 'end_index': 24, 'value': 'coma', 'sentiment': 'null'}]"

1274097177183346695	[{'type': 'Person', 'start_index': 47, 'end_index': 48, 'value': '@Mattophobia', 'sentiment': 'Neutral'}, {'type': 'Person', 'start_index': 49, 'end_index': 50, 'value': '@ManyATrueNerd', 'sentiment': 'Neutral'}, {'type': 'Person', 'start_index': 52, 'end_index': 53, 'value': 'Dan', 'sentiment': 'Neutral'}]

